original_sentence,dialect_city_id,dialect_province_id,dialect_country_id,dialect_region_id,dataset_name
اللهم لا شماته ، أهم هو وصحبه فى الهم سوا بس اللي يشوفهم وياخد درس ويعرف إن آخرها تحت التراب و الدود هيقوم بالباقي,,,eg,nile_basin,aoc
ليه الحانا واغانينا المصرية وابداع ملحنينا رايح لبتوع لبنان وسوريا !,,,eg,nile_basin,aoc
حكامنا من الصين . . . عايزين حكام مرتشين,,,eg,nile_basin,aoc
مش عاجبني اللي عمله الوزير,,,eg,nile_basin,aoc
العاطل لا يصطاد الا الفريسة الخالصة يعني هو شاف الاتنين في موضع معين ارحمونا يمكن صح ويمكن غلط,,,eg,nile_basin,aoc
دا ما كانش ناقص غير اننا نطبع صورة قاضى على الورقة فئة ال 200 جنية,,,eg,nile_basin,aoc
سوهاج كلها فساد ومعروف عنها كدة . . . شوفو شركات المقاولات اللى بتاخد عمليات كسر وتتركيب مواسير الميه والغاز الطبيعى اللى مكسرين الشوارع وسايبينها زى مهى مكسرة فى الشوارع اللى قدام مجمع المحاكم وكل يوم عربيات تبوظ و والناس مش عارفه تعدى . . . ده غير فساد المحليات والرشاوى اللى بياخدوها موظفين الحى فى معاينتهم للبيوت عند استخراج تراخيص البناء وتركيب عدادات الميه والكهربا . . . كمان فى حد فى الدنيا يشترط ان صاحب البيت يبيض واجهة البيت عشان يركب عداد ميه ولا نور ولا عشان يطلع رخص بناء . . . افرض مش معايا 10000 جنيه ابيض بيهم واجهة البيت . . . اروح انام فى الشارع احسن . . حسبى الله ونعم الوكيل فى اللى كان السبب,,,eg,nile_basin,aoc
موش انتم لالالالالالالالا,,,eg,nile_basin,aoc
خلاص في مونديال 2045 حنبقا نجيبلك المونديال لحد القبر يا كابتن متزعلش ه,,,eg,nile_basin,aoc
المرتب 216 ياسيادة النقيب والله ما أكدب عليك واسأل بنفسك ليه دفعة 2006 مغضوب عليها ومش عاوز السيد رئيس الهيئة العامة للتأمين الصحى يسوى حالتنا زى الدفعة اللى قبلنا اللى رفعوا قضية بمحامى شاطر امام مجلس الدولة فكسبوا القضية ودفعتنا لها نفس الظروف . . . ومحامينا خيبان . . . نرجوا تسوية حالتنا مثلهم والله انا هاين على اشتغل زبال فرئيسهم عنده رحمة واهتمام اكتر من رئيس هيئتنا . . . ومطلوب منك كطبيب ملابس كويسة . . . منين بالله عليك ؟ ؟ تقابل المرضى ببشاشة وبضمير . . . ازاى بالله عليك وانا طبيب سنكوح وجعان ومش لاقى تاكل والله . . . ومواصلات عشان تروح شغلك من هذا المرتب الهزيل . . وتشوف حد يصرف على مراتك وبيتك وعيالك . . . ده احنا آخر مسخرة والله . . . والجزاءات ايه . . على ودنه . . . وتقولى جودة وخدمة للمرضى . . . اقل عيان لبسه ومنظره احسن من اى دكتور . . . ياعالم اصحوا قبل الطوفان . . . منكوا لله . . .,,,eg,nile_basin,aoc
بعد كده لو واحدة اطلقت من جوزها يقولك منولله الاهلى هو السبب فى الطلاق,,,eg,nile_basin,aoc
ساعتها لو مات و لا راحت عليه نومه يبقى عليه العوض و منه العوض,,,eg,nile_basin,aoc
ماهو مفيش تعليم خالص ولا حتي تربية,,,eg,nile_basin,aoc
"واحد بيحب واحدة لدرجة انه حرق نفسه عشانها طيب ليه راح اتجوز واضح انه مش طبيعي , يحصل خلاف يقوم يتجوز ترفع خلع يقوم حارق نفسه ؟ بالذمة دي ردود أفعال انسان سوي عموما اله يرحمه لأنه مات خلاص .",,,eg,nile_basin,aoc
وفي فيلم مسلته كندة بصراحة ماعجبني أبداً اسمو حلاوة الروح يعني بصراحة كلو على بعضو غليظ ياريتا ماعملتو بس هاد مابيمنع انها ممثلتي المفضلة هي وديمة قندلفت القطة وياريت الي عندو ايميلا يعطيني يا,,,eg,nile_basin,aoc
معنى انه اتجوز وعزمها ع فرحه انه مكنش بيحبها ولو كان بيحبها واتجوز غصب عنه ده معناه انه بتاع ماما وبابا ومالوش شخصية وواحد زى ده عمره ماينفع انه يكون زوج لأنه لو بيحبها الحب الافلاطونى اللى حضرتك ذكرتيه ف القصة كان اتحدى الكون عشانها فحضرتك موضحتيش ازاى هو اتجوز وسابها بالبساطة دى وايه طبيعه العلاقة بينهم وكان ايه نوعية الحب,,,eg,nile_basin,aoc
يالا يا مصر . . التغيير حتمى,,,eg,nile_basin,aoc
بامارة ايه موقفكم ده والله لو حصل انتخابات نزيهه جدا جدا الوفد ما هياخد اكتر من 15 مقعد,,,eg,nile_basin,aoc
اين القانون ؟ و ما هى السلطة التى تملكها هذه السيده ؟ يا ترى مسنوده من مين ؟,,,eg,nile_basin,aoc
يا شيخ ده انا كل ماقول لحد يملى نموذج الجمعية الوطنية للتغيير,,,eg,nile_basin,aoc
مروا على المانزل زى اللى بيكشف على عداد النور اية المشكلة الناسس مش عارفة توصل ليكم,,,eg,nile_basin,aoc
ربنا يستر على ولينا بس ياريت اوليا الاموريخدو بلهم من عيلم عشان ربنا هيحسبهم عليهم مش كل حاجه ندور على الفلوس وننسا عيلنا المفروض يبقا فى اهتمام اكثر من كده وحسبى الله ونعم الوكيل,,,eg,nile_basin,aoc
تقريبا هو متخصص فى العينة دى من الناس اللى لهفو فلوس البلد,,,eg,nile_basin,aoc
و لسى ببتكلموا عن الفراعنة و الساجدين ؟ انتوا فين و العالم المتحضر فين ؟ رغم المنشطات و الكوسة إلي عمال توزعوها على الحكام الجوعانين .,,,eg,nile_basin,aoc
وكلهم شغالين عليه بزنس مش العاب وشات وكله بيسارع الوقت,,,eg,nile_basin,aoc
كده عرفنا سر شويبس بتاع الطبخات النزيهة اقصد الانتخابات النزيهةعارفين المشكله فين,,,eg,nile_basin,aoc
و هندافع عنكم مقابل الجزية و هترتاحوا من الحرب !,,,eg,nile_basin,aoc
عايزين حكام م الصين . . . حكآمنا مرتشين . . .,,,eg,nile_basin,aoc
إلى المصرائيليين العبيطين,,,eg,nile_basin,aoc
الجزائريين لا يشحتوا في فرنسا ، هو أكثر من 06 ملايين منهم الأطباء و العلماء و الرياضيين و أساتذه الجامعات و منهم مثلما تقول لعلمك فان بالحكومة الفرنسية ثلاث وزراء من أصل جزائري ، و العشرات من رؤساء الدوائر الادارية و البلديات و ان كنت في شك فاسأل جاليتك المقيمة هناك لتخبرك عنهم ، على كل الفرق بينهم وبين جاليتهم أنهم لا ينسون وطنهم الأصلي و يعملون المستحيل من أجل رفع رايته على عكسكم,,,eg,nile_basin,aoc
مصر والملاعب المصريه هتكون افضل لو خدت معاك اخوك وانت مهاجر وكفايه بلطجه بقي,,,eg,nile_basin,aoc
لكن لانهم ظرفاء وعارفين الموضوع كدبة كبيرة واصولهم وهمية راحو هربو على برا,,,eg,nile_basin,aoc
الله ينصركم ياكل الحمساوين والله اننا معكم بتفكيرنا وبكل كيانا ( ( الله معانا اقوى واكبر من بني صهيون ) ) حمس وبكل فخر اويه,,,eg,nile_basin,aoc
اناعاشق كرستيانو رونالدو لوبيلعب فى اى نادى انابعشق كرستيانو رونالدو المعجزةالعالمية كرستيانو رونالدو Cristiano . Ronaldo,,,eg,nile_basin,aoc
يا عم خلاص بتوع الحناجل والمناجل بهرنا,,,eg,nile_basin,aoc
والله حرام وعيب الي بيحصل ده في البرادعي ومحبيه علي فكره فيه نثل بيقول اضرب المربوط يخاف السايب,,,eg,nile_basin,aoc
انا مصدق حماقي اوي,,,eg,nile_basin,aoc
عايزين حكام م الصين . . . حكآمنا مرتشين . . .,,,eg,nile_basin,aoc
هو انتي مين علشان تتكلمي بلسان الأقباط,,,eg,nile_basin,aoc
مش عارفه ليه الشيخ الجميل خالد الجندى عامل حساسيه لناس كتير مع انه شيخ معتدل واللى بيتفرج عليه وبيشوفه هو اللى يستحق انه ينتقده وبعدين هو ادخل فى الخير عشان يصلح بين اتنين مسلمين يا استاذه وده من خلق المسلم الصحيح وياريت كل واحد يبص لنفسه ومندخلش فى نوايا الناس وبالذات الشيوخ والشيخ خالد الجندى من الشيوح اللى يستحقو الاحترام,,,eg,nile_basin,aoc
يا عيني علي البلطجيه,,,eg,nile_basin,aoc
راجع المبارة كويس و شوف التمثيل المظبوط لو كانوا ركزوا فى الكرة كانوا كسبوا لكن هما ركزوا فى التمثيل للأسف,,,eg,nile_basin,aoc
اليوم انا سأفعل معك شى يحكى,,,eg,nile_basin,aoc
وبجد ربنا يرحمهم ويغفرلهم,,,eg,nile_basin,aoc
عايزين حكام م الصين . . . حكآمنا مرتشين . . .,,,eg,nile_basin,aoc
فى خبربيقول هوحد سعر الزيت والسكر على البطاقة التموينية بدون رفع السعر يعنى السكر 1 جنية والزيت هيكون 3 جنية,,,eg,nile_basin,aoc
وتلاقي في الإبتكارات innovations مصر 74 الجزائر 114,,,eg,nile_basin,aoc
حد يلاقى للبرادعى وظيفة فى اى حتة الراجل يا ولداه نفسيته تعبانه اوى اليومين دول مش متعود ع القعدة فى البيت,,,eg,nile_basin,aoc
فين بقى مئات الالاف اللى خرجوا ورا البرادعي دا البرادعي بيتشتم على الفيس بوك من الشباب و البنات اكتر من اللى بيايدوا و استنوا لما تيجي الانتخابات و البرادعي يرشح نفسة حتشوفوا هيحصل فية اية صبركم بالله,,,eg,nile_basin,aoc
زى مانشرتوا ان الكنيسة الانجلية عنفت قس الاقصر وطلع كلامكم غلط,,,eg,nile_basin,aoc
انا خائف علئ اوتوبيس الغزاويين الي فيهم يكفيهم,,,eg,nile_basin,aoc
ورأي المتواضع في حكاية تقسيم حكومة الظل ان دة كلام سابق لاوانة حتي ان المصريين ترشح البردعي او غيرة مش وقتة لازم نفكر ونسمع ونختار عن اقتناع وتدبر المهم المرحلة اللي جاية نبقي مع التغيير ومش لاوم كل اللي عايز التغيير ويهمة مصر يختار البردعي بس المهم يختار مصر لازم كلنا نختار مصر وبعد كدة نشوف البرنامج لكل مرشح ونعرف تواريخهم ونبحث ونفهم اللي تجت السطور والا هيتلعب بينا والله لازم نصحصح قوي,,,eg,nile_basin,aoc
هذا هو مستو اكم داخل الاقسام والسجون,,,eg,nile_basin,aoc
2 - الإخوان بدأت تفوق من الإغماء و تحس إن فيه شعب و وطن و الكلام ده : ) انظر تصريح عصام العريان الأخير عن البرادعي,,,eg,nile_basin,aoc
ماهو العيب لو طلع من اهل العيب مايبقاش عيب,,,eg,nile_basin,aoc
عندما يكسب حسام حسن وابراهيم حسن وينجحوا ويحققوا انجازات ، تبادرون بسرعة الي القول بأن حسام وابراهيم ابناء الاهلي وتربية ايده وفضل الاهلي عليهم عظيم,,,eg,nile_basin,aoc
عايزين حكام م الصين . . . حكآمنا مرتشين . . .,,,eg,nile_basin,aoc
حكامنا من الصين . . . عايزين حكام مرتشين,,,eg,nile_basin,aoc
والله الشعب كله بيحب الريس,,,eg,nile_basin,aoc
ليه الي بيقول الحق عندنا موش كويس والي بيكذب طول النهار ويستعبط فينا هو الراجل والي كلامو مضبوط ؟ ليه لحد دلوقتي معرفناش انهم بيملوا جيوبهم من الكذب علينا ؟ الراجل كلاموا صح ولي معجبوش ينطح راسوا على ابو الهول . الجزائر لما بتخسر تقول خسرت وحنا لما بنخسر بنبدأ في خلق الاعذار . روراوة راجل بيعرف يجيب حق بلدوا وبيعرف القوانين موش العبيط الي عندنا الي راسل الفيفا يسألها عن نتيجة 2 / 0 تأهل مصر ولا لا . روراوة ذكي جدا و تمكن من استنفاذ عقوبة حارسو مع فريق المحليين وحنا منبطلش شتيمة وسب فيه وهو ولا على بالو بيجتهد ويحضر في فرقتوا لكأس العالم كأس الرجالة .,,,eg,nile_basin,aoc
بلاش بقى كلام المتخلفين اللي لا يودي ولا يجيب,,,eg,nile_basin,aoc
سبحان من ليه الدوام يا اسد يا ابو الصقرين,,,eg,nile_basin,aoc
كلام ممتاز يادكتور عصام اتمنى ان تكون صادق فيه وميكونش صفقه بين الاخوان والنظام قد تمت وهذا الكلام تغطيه عن الاتفاق انتم اكثر الناس اساء لكم النظام جربوا مرة تقفوا فى صف الاغلبيه من الشعب فانتم لكم ثقل كبير فى الشارع المصرى اذا تعاونتم مع شخص بحجم البرادعى وشخصيه البرادعى اكيد دة هيكون اخر عهدنا بهذا النظام جربوا مرة لن تخسروا كثيرا لو فشل التغير بل العكس ستكسبون احترام المحترمين من هذا الشعب,,,eg,nile_basin,aoc
مين فينا اللي دايما يتجسس على الاخر هل احنا ام انتم,,,eg,nile_basin,aoc
الي الامام في سبيل توضيح صوره الاسلام للعالم . من قلبي علي بركه الله,,,eg,nile_basin,aoc
ثالثا : الناس في الخارج اللي بتقولي عليهم انهم مرتزقة على حد فهمي دول هاجروا من الظلم والاستبداد بيهم لانهم مش لاقيين ديموقراطية في بلدهم مش سرقة اراضي الدولة ورشوة بعض الاحزاب المعارضة لدرجة ان شبابها اشتركوا مع الدكتور البرادعي للتغيير فقط الشباب فقد الامل ولا توجد ثقة بين الحكومة والشعب بتاتا اين التواصل الحقيقي مع الشعب .,,,eg,nile_basin,aoc
"احنا فين وايران فين احنا كان الرئيس كنيدى بيبعت لنا كل شوية علشان نحل مشكلة الصراع مع اليهود علشان كانوا خايفين من نتائج السباق النووى مع اسرائيل , فى سنة 64 كانت آخر محاولة ورفضها عبدالناصر وقام بيها البرت اينشتين شخصيا واحنا كنا بنشتغل بعلمائنا مابنروحش نلم من كوريا وباكستان ياريت كل واحد يتكلم فى حدود مايعلم فقط .",,,eg,nile_basin,aoc
عايزين حكام م الصين . . . حكآمنا مرتشين . . .,,,eg,nile_basin,aoc
برجاء مراعاة الدقة فى كتابة الأخبار . . ويبدو أن مراسلكم فبركالخبر وهو نايم ولم يصل الى سيناء . .,,,eg,nile_basin,aoc
بقولك ايه ، ، مش ناويين تغيروا الشعب احسن ، ، اهه اسهل ، ، مش عارفين نغيركم ، ، يبقى انتم تستوردوا شعب من بره مطيع وهادي,,,eg,nile_basin,aoc
بجد يا اخ سالم طول ما فى زيك فى مصر عمرنا ما ها نتقدم اقل واحد من اللى بيعتقلو دول اسلتذة جامعة واطباء ومهندسين ومدرسين ومحاسبينت وقانونين والله انا احب الاخوان ليس لشى لانى عاشرتهم وكلمه يشهد الله على . . . انهم اناس يتطهرون,,,eg,nile_basin,aoc
منى بس انا كرهت النفاق اللى احنا عايشين و اللى هو من سبب من اسباب تخلفنا,,,eg,nile_basin,aoc
اليمن مولوا تنظيم القاعدة و الحوثيين و عملوا حرب,,,eg,nile_basin,aoc
الحضرى من احسن الحراس ف العالم احنا عيبنا كدا لما واحد بيغلط الكل يهزء فيه وما حدش يفتكر كل اللى عمله للاهلى والمنخب انتوا نسيتا اللى عمله فى امم افريقيا 2006 وكاس القارات وانجولا 2010 ولو سمحتوا ما تضيعوش الاهلى لانه محتاج حارس مرمى ممتاز ليحافظ على شباكه نظيفه والكل بيغلط,,,eg,nile_basin,aoc
لاعيب بيضرب دكتور في الجهاز الأداري و المطلوب نشجعه و نقوله للأمام كمان و النبي . . .,,,eg,nile_basin,aoc
الى الاخ صاحب التعليق رقم 2 ارجو التعرف عليك لو امكن ده ايميلي,,,eg,nile_basin,aoc
رابعا : اوباما نفسه مسلم سنى واسمه بركات حسين اوباما ايوه بركوتة,,,eg,nile_basin,aoc
هانت كلها سنه والانتخابات تيجى,,,eg,nile_basin,aoc
بتقولوا ان اعلامنا وفضائياتنا فجروا الازمة وكانوا مجرمين في نظركم,,,eg,nile_basin,aoc
تسمي نفسها ابو جهل او أم جهل برضه هية نيفين شكري بأسلوبها و مفرداتها اللي مش عارفة تغيرهم,,,eg,nile_basin,aoc
طبعآ دي أقل حاجة ممكن تحصل لأي واحد في مكانه إن ربنا يذله بالمرض ويخلي الناس تشوف أخرته السودا وعقبال الباقيين يارب العالمين,,,eg,nile_basin,aoc
بدل ماتدفعوا عن الخطأ تذكروا كيف كان الاهلى يتعامل مع أخطاء التوأم قبل أصدار أى عقوبات من أتحاد الكرة كان سباق بالعقاب رغم أنهم كانو من أهم لاعبى مصر والاهلى مش طلاعين تدفعوا عن أخطاء لاعبين لم يعطوا للنادى لاى أنجاز 0000000 يتكم نيله تخدكم وتنظف البلد منكم 0000,,,eg,nile_basin,aoc
. . . كذب عيني عينك . . .,,,eg,nile_basin,aoc
هي ايه يا اخواننا سمكة افريل دي يا نهار ازرق,,,eg,nile_basin,aoc
أنا مش هأكون إنسان عادي . . أنا هأتحدي أي ظروف,,,eg,nile_basin,aoc
اذهب الي الدروس الخصوصية من الساعة التاسعة صباحا الي الساعة الثانية عشرة والنصف طهرا ثم اواصل الذهاب الي المدرسة الفترة المسائية وكل هذا بسبب الدروس الخصوصية التي ليس منها اي فائدة واذا لم يحصل عليها التلاميذ سوف يرسبون ارحمنا ياوزير من مافيا الدروس الخصوصية,,,eg,nile_basin,aoc
عشان يبقوا على هواكى,,,eg,nile_basin,aoc
13 - في سنة 1971 حدث ان احترق استاد ناصر واصيب مدير امن القاهرة بيد مشجعي الاهلي ولغي الدوري سنتها بعد الهرج والمرج ماتش الديبه فاكره يا زاهر وانت كنت اول المحرضين عايز دلوقتي تبين الفضيله وتعمل مثالي ! ! !,,,eg,nile_basin,aoc
زعيم العصابة الي نفخ سبع نفخات,,,eg,nile_basin,aoc
"""الى بعض """" المعاتيه """" من المعلقين اللي في الغالب أعضاء في لجنة السياسات لقد بلغ بكم الحقد والطعن في الاخوان المسلمين أن تطعنوا في الاسلام وتقولو فيه ما يخرج من الملة فالاسلام هو الحل لكل مشاكلنا ولمن يقرأ التاريخ عليه أن يعلم أن دولة الاسلام كانت نصف العالم عندما كان يطبق الاسلام الحقيقي المعتدل الوسطي في كل مناحي الحياة ولما بعدنا عن الاسلام تكالبت علينا الامم وصرنا في ذيل الحضارة اقرأه عن الحضارة الاسلامية التي علمت العالم """" مبادئ العلوم """" في الرياضيات والطب والفلسفة وغيرها الاخوان عمرهم ما كذبوا علينا في أي شيء قالوه واللي عاوز يعرفهم عن حق يسمع منهم زي ما بيسمع عنهم""",,,eg,nile_basin,aoc
اتمسكو غلاسة ظابط طلعو سرقين تلفون ه,,,eg,nile_basin,aoc
من حق الفتاة بعد سن 16 من مصاحبة بوى فرند من الآخر يبقى بناتنا وأخواتنا عاهرات برخصة قانونية وتدور المرأة على مئات من الرجال,,,eg,nile_basin,aoc
يا سلام يعني ايه واحد يقدر يعتدي على واحدة جنسيا ممكن حد يفهمني يعن مسك ايدها مثلا ولا قلعها هدومها وباشر معاها وعصب عنها او بدون رضاها ازاى يعني هي كانت واخدة بنج كلي مفيش صوت مفيش مقاومة ومصيبة كمان لتكون حامل منه برده بدون رضاها ه اه يا بلد النصب,,,eg,nile_basin,aoc
والله احنا في زمن الباطل و الفساد وخلاص تعبنا و قرفنا ولانجد غير الله نتجه اليه وحسبنا الله و نعمة الوكيل اين حقنا نحن في خمس نقط 3 انبي اهدت للاهلي و نقطتين بالامس وطول عمرنا كده حرام والله لنا الله المنتقم الجبار ان شاء الله النهاية للظلم والفساد قربت .,,,eg,nile_basin,aoc
بلاش تظلموا الراجل يا جماعه ده كان قصده شريف . . . الراجل ليس لديه اجنده وطنية و لا قومية و دينية و لا ملوخية,,,eg,nile_basin,aoc
فيه مثل بيقول جاعو زنو شبعو غنو وقد انطبق هذا المثل علي هذه الحلقه التي لم نجد فيها الا فضائح علي الهواء وكانهم مفيش حاجه يفدونا بيها واحد بيهدد وبس والاخر بيسخر وبس,,,eg,nile_basin,aoc
امن مصر هو امن كل مواطن شريف يخاف على بلده مصر للمسلمين والمسيحيين وليست لبرالية ولابردعية ولانورية والانتخابات لسه بدرى عليها سيبوا الناس فى حالها وعهد مبارك امان لكل مصرى وطنى بيخب مصر وكفى,,,eg,nile_basin,aoc
مشفتش حاجه وحشه خالص فى حجاب حنان ترك وهى زى القمر فى الحجاب ولباسها زى االفل,,,eg,nile_basin,aoc
انا مش فاهمة هى الصحفية دى عايزة ايه و هى زيارة الوزير اللى هتضيع هيبة المدرسين و لا التسيب و الاهمال والله العظيم كلمة الهيبة دى هى اللى جايبانا لورا,,,eg,nile_basin,aoc
فيلسوفة زمانها وعبقرينو عصرها واللي جابت التايهه,,,eg,nile_basin,aoc
بتحصل فى احسن العائلات عادى مش معنى كده انه وحش,,,eg,nile_basin,aoc
خلاص منعرفش مين مع مين ومين ضد مين بس الخلاصه من الموضوع الشله دى كلها بتوع اللى يدفع اكتر خلاص اسطوانه يا حبيبتى يا مصر بقت محروقه,,,eg,nile_basin,aoc
حارمانى ليه حنانك,,,eg,nile_basin,aoc
طب على الأقل جمال مبارك وريث شرعي لكن انت ورثتنا عن مين ؟ ؟ ؟,,,eg,nile_basin,aoc
سلامة مرارتك,,,eg,nile_basin,aoc
والله لقد افادنى هذا المقال كثيرا اننى اعانى من نفس المشكله ولكن فى مراحل متقدمه عندى فتاه كانت مثال للادب والذكاء والتفوق وقوة الشخصيه والقدرة على ادارة الحديث وصلت للصف الثانى الثانوى ودخلت فى عناد مع امها وانا للاسف موجود خارج مصر لدرجه انها تركت دراستها تماما وهى المتفوقه واصبحت فتاة اخرى اسافر لبلدى كثيرا وعندما اكون متواجد احتويها رغم ان قربها لامها كان اكثر منى بكثير وتفاقمت المشكله وقررت ان اجمع شمل العائله بالخارج او فى مصر نسيت ان اقول للك ان لها اخت توم معدومع الشخصيه منقاده لها واختها الصغيرة تقلدها ايضا وفقدت الام السيطرة من الواضح انك تجربتك تفيدنى كثيرا كيف الوصول اليه يا استاذة انى محتاج الى رايك ومساعدتك لو قرأتى تعليقى ارجو الرد وايميلى طبعا مسجل فى اليوم السابع وللك الشكر وحزاك الله خيرا,,,eg,nile_basin,aoc
عارف انسب رد عليك ايه ؟,,,eg,nile_basin,aoc
لا افهم لماذا نريد ان نغير الحقيقه و نقول احنا عرب اليس اصل مصر فرعونى ؟ و هل يحب الله الكذب ؟,,,eg,nile_basin,aoc
عايزين حكام م الصين . . . حكآمنا مرتشين . . .,,,eg,nile_basin,aoc
الى الاستاز الفاضل عاطف اكيد سيتك حاجة من اثنين امة ان تكون من الحزب الوطنى والمنتفعين بما اعطوة الى من هم من احباءة والمحظوظين او انك واحد جايى من كوكب اخر ممكن تقليى ه,,,eg,nile_basin,aoc
انا باْسمع من احمد عز كلام غلط احيانا انما الكلام الى تضمنه البلاغ 0 عنده حق لو كان قاله فعلا مش عارف ليه احنا بنسيهبل وبننسى اللى اتعمل فينا والشتايم وقلة الادب والرشاوى اللى بياخودها المرتزقة من بعض الصحفيين العرب من اجل الهجوم على مصر يقدر حد يعمل احصائية بعدد شهداء دول الخليج اللذين استشهدوا من اجل القضية الفلسطينية انهم يجاهدون من اجل القضية على طريقتهم طريقة اشتم مصر واقبض من عندنا,,,eg,nile_basin,aoc
بصوا انا مش هقول الاهلي هيا خد الدوري لا هقول الدوري هيتلغي احساس,,,eg,nile_basin,aoc
نداء الى كل قراء الجريدة الشرفاء انا مش لاقى الدكتورة ايه لعل المانع يكون خيرا ولا يمكن يكونوا اخذوها بطريق الحطا ( نظرية النيران الصديقة ),,,eg,nile_basin,aoc
قلنا لك ماتكتبه لأ هو شعر ولأنثر واضح أنك لأتقرأ ولأ تكتب مايفهمه البشر . . مصدع الموقع بإفرازاتك . .,,,eg,nile_basin,aoc
احييك صاحب التعليق رقم 10 وكلمك مظبوط 100 لميةوالعرب عايزين مصر تحارب وطبعا تخش امريكا على المحك والبترول يغلا وهما يستفادو ويتحكمو فى الشعب المصرى والعامل المصرى زى مهماعملين وبعدين احنا ضحيناب 200 الف شهيدعلشان خاطرعيونهم الاى شفناةمنهم سواء التشفى وكرههم لكل ماهومصرى عايز اقو ل ان الجيل الموجودحاليا من الحضانة لغايةالاعندواربعين سنة فهم العرب وعرف مدى كرههم لمصر ومانشاهدة من سوء معاملة للعمال المصريين خير شاهد دول بيعملو الاسويين احسن منا وتقولى القضاياالعربية والنبى لانت ساكت بلا اقرف ضحكتو على ابئناواجدادنا وتحرمو كثير وضحوكثير وعايزاقول زمان عبدالناصراللة يرحموبقا كان زمان,,,eg,nile_basin,aoc
بس لوكانت راحت توقع للبرادعى يبقى أكيد بتدلع دلوقتى ؟ شوقت الخبر بتاع الاسود اللى بيدلهم حبوب منع الحمل عشان مش الزيادة السكانية ؟ والله انا خايف الحكومة ترمى حبوب منع الحمل دى فى مية الشرب تقطع خلفنا وخلف السمك تفتكر ممكن تحصل ولو حصلت ممكن أخد على الفكرة دى برأة إختراع ؟ أى كلام خالى اليوم دة يخلص بقى . . . ألاخ البارد أية اللى طلعك من التلاجة مش خايف لا تسيح ولو سحت هتبل الموقع وتبهدل نفسك !,,,eg,nile_basin,aoc
انت نسيت كاكا وكريستيانو رونالدو وكاسياس . . برشلونة مين ده . . ريال مدريد النادى الملكى هو الاعظم فى العالم,,,eg,nile_basin,aoc
ياعم سرور مش كفايه عليك كده دنت خلدت فيها هو مفيش غيرك يجب ان لا يرأس مجلس الشعب أكثر من دورتين لانك بصراحه كده كرهينك خربت التعليم من قبل وخربت مجلس الشعب وريحنا كفايه كده لاننا بنشوفك بنشوف الاستبداد والتزوير أرحموا من فى الارض يرحمكم من فى السماء,,,eg,nile_basin,aoc
عملت ايه في الموضوع ده يامجاور يابتاع صمام الامان .,,,eg,nile_basin,aoc
استغفر الله العظيم الحمد لله ان من سكان الصعيد بعيد عن قلته الادب بتاعت بنات وشباب الوجهة البحرى خالص البنت معندهاش حياء والولد بيدور على متعته فى مكان تلقيه العلم لا حول ولا قوة الا بالله منكم لله يابعده هو الا وصلتله البلد من قليل,,,eg,nile_basin,aoc
والحوارى والغيطان,,,eg,nile_basin,aoc
اللي هما المفروض أجيال المستقبل,,,eg,nile_basin,aoc
ملحوظة التعليق رقم 2 صاحبة له ثلاث اسماء نيفين ونايف شكرى وابوجهل العبي غيرها يا ناصحة,,,eg,nile_basin,aoc
45 الف جنية اتصرفو,,,eg,nile_basin,aoc
بس المشكلة إن إحنا نسينا بجهلنا العلم اللى قدمه العلماء المسلمين للعالم و كل همنا,,,eg,nile_basin,aoc
شعارات وكلام بس,,,eg,nile_basin,aoc
الناس ظلمة البردعى الراجل عايز يعدل الحال المايل,,,eg,nile_basin,aoc
روحو وحلوا مشاكل العمال والفلاحين إللى كل يوم عاملين إضرابات وقاطعين الطرق لإرغام الحكومة لحل مشاكلهم بدلا من تنتقدوا شخصا محترم مثل الدكتور البرادعى,,,eg,nile_basin,aoc
ممكن الواحد يغلط لكن تعاليم الدين ثابتة,,,eg,nile_basin,aoc
علي فكرة لا يوجد وحدة وطنية بعد ذلك وللي في القلب في القلب ولية ذهبت تهنيء البابا شنودة في العيد اذا كنت مش معين وزير مسيحي لازم المسحيين يحبوك لانهم اساس البلد يارئيس الجمهورية وازاي كنت عايش في امريكا والواضح انك لم تحبهم .,,,eg,nile_basin,aoc
بصراحة حاجة مسلية زعئان من المسلسلات والافلام العربى اه حاجة مسلية احسن من اللب,,,eg,nile_basin,aoc
"تعالوا نشوف مجهود البلد وأمكانياتها مستنزفة في أيه , , , قوات أمن بتضرب المتظاهرين عبارة يا عيني عن شباب فقراء وجهلة مجندينهم بدل ما يخلوهم يعملوا حاجة مفيدة للبلد يزرعوا أو ينضفوا الشوارع أو حتى يحموا حدود مصر أو أمنها الحقيقي من تسلسل الجواسيس الأسرائيليين تلاقيهم بيضربوا أبناءها , , , والأعلام مشغول في أيه في المشاكل والقضايا الهامشية التى لا تفيد البلد في شئ , , , وفي الأخر بنستغرب أحنا ليه مش بنتحرك من مكاننا , ,",,,eg,nile_basin,aoc
ياه الواحد كان نفسه النهائى يكون بين البارسا والمان يونياتيد,,,eg,nile_basin,aoc
نفسي اعرف حاجه واحده فقط,,,eg,nile_basin,aoc
خلينا في مشكلة دفاع الاهلي,,,eg,nile_basin,aoc
